complaint_id,customer_id,complaint_date,complaint_type,resolution_status,resolution_days
COMP110433,CUST107286,2025-11-06,Other,Resolved,2
COMP110434,CUST107286,2025-12-07,Billing Issue,Resolved,4
COMP110435,CUST107287,2025-12-09,Other,Resolved,4
COMP110436,CUST107288,2025-10-23,Network Issue,Pending,11
COMP110437,CUST107288,2026-01-01,Network Issue,Resolved,3
COMP110438,CUST107288,2025-11-09,Network Issue,Resolved,9
COMP110439,CUST107289,2025-11-20,Network Issue,Resolved,4
COMP110440,CUST107289,2025-10-16,Network Issue,Resolved,6
COMP110441,CUST107289,2025-11-03,Network Issue,Resolved,2
COMP110442,CUST107290,2025-10-27,Service Quality,Pending,5
COMP110443,CUST107290,2025-09-17,Data/Speed Issue,Resolved,5
COMP110444,CUST107290,2025-09-10,Service Quality,Resolved,3
COMP110445,CUST107291,2025-08-07,Other,Pending,3
COMP110446,CUST107291,2025-10-09,Billing Issue,Resolved,5
COMP110447,CUST107292,2025-10-14,Data/Speed Issue,Resolved,14
COMP110448,CUST107292,2025-08-16,Data/Speed Issue,Resolved,8
COMP110449,CUST107292,2025-09-23,Other,Resolved,5
COMP110450,CUST107292,2025-11-15,Other,Resolved,5
COMP110451,CUST107292,2025-08-15,Data/Speed Issue,Pending,4
COMP110452,CUST107294,2025-11-27,Service Quality,Resolved,2
COMP110453,CUST107297,2025-08-20,Service Quality,Resolved,12
COMP110454,CUST107298,2025-08-08,Network Issue,Resolved,4
COMP110455,CUST107298,2025-08-18,Billing Issue,Resolved,6
COMP110456,CUST107299,2025-11-30,Data/Speed Issue,Resolved,3
COMP110457,CUST107299,2025-09-16,Network Issue,Resolved,6
COMP110458,CUST107301,2025-08-25,Data/Speed Issue,Pending,13
COMP110459,CUST107301,2025-12-27,Service Quality,Resolved,3
COMP110460,CUST107301,2025-08-11,Billing Issue,Resolved,5
COMP110461,CUST107301,2025-10-04,Service Quality,Pending,10
COMP110462,CUST107304,2026-01-29,Service Quality,Pending,1
COMP110463,CUST107306,2025-11-08,Network Issue,Pending,11
COMP110464,CUST107306,2025-11-25,Network Issue,Pending,10
COMP110465,CUST107306,2025-09-04,Other,Pending,13
COMP110466,CUST107306,2025-10-22,Billing Issue,Pending,8
COMP110467,CUST107307,2026-01-03,Network Issue,Pending,3
COMP110468,CUST107307,2025-08-05,Data/Speed Issue,Resolved,2
COMP110469,CUST107308,2025-09-23,Data/Speed Issue,Resolved,6
COMP110470,CUST107308,2026-01-23,Data/Speed Issue,Resolved,12
COMP110471,CUST107310,2026-01-09,Service Quality,Resolved,14
COMP110472,CUST107310,2025-11-21,Data/Speed Issue,Pending,5
COMP110473,CUST107310,2025-11-11,Other,Pending,14
COMP110474,CUST107310,2025-12-26,Service Quality,Pending,14
COMP110475,CUST107311,2025-10-25,Service Quality,Resolved,4
COMP110476,CUST107311,2026-01-11,Data/Speed Issue,Resolved,1
COMP110477,CUST107311,2025-08-08,Service Quality,Resolved,6
COMP110478,CUST107311,2025-11-29,Service Quality,Resolved,6
COMP110479,CUST107312,2025-11-29,Data/Speed Issue,Resolved,6
COMP110480,CUST107312,2025-11-07,Network Issue,Resolved,1
COMP110481,CUST107312,2026-01-08,Other,Resolved,3
COMP110482,CUST107313,2025-08-05,Billing Issue,Resolved,6
COMP110483,CUST107313,2026-01-21,Data/Speed Issue,Resolved,3
COMP110484,CUST107313,2026-01-18,Service Quality,Resolved,3
COMP110485,CUST107315,2025-12-17,Network Issue,Resolved,5
COMP110486,CUST107316,2025-11-30,Service Quality,Pending,2
COMP110487,CUST107316,2026-01-21,Other,Pending,5
COMP110488,CUST107317,2025-11-02,Network Issue,Resolved,5
COMP110489,CUST107317,2025-08-30,Data/Speed Issue,Resolved,11
COMP110490,CUST107317,2025-12-01,Network Issue,Resolved,4
COMP110491,CUST107318,2025-08-16,Service Quality,Pending,6
COMP110492,CUST107318,2025-11-12,Service Quality,Resolved,14
COMP110493,CUST107319,2025-11-25,Billing Issue,Pending,4
COMP110494,CUST107319,2025-11-18,Data/Speed Issue,Pending,4
COMP110495,CUST107319,2025-08-04,Service Quality,Resolved,8
COMP110496,CUST107319,2026-01-05,Service Quality,Pending,11
COMP110497,CUST107320,2025-10-09,Billing Issue,Resolved,4
COMP110498,CUST107320,2025-08-18,Data/Speed Issue,Resolved,2
COMP110499,CUST107320,2026-01-18,Network Issue,Resolved,5
COMP110500,CUST107322,2025-08-13,Network Issue,Resolved,6
COMP110501,CUST107323,2025-11-10,Data/Speed Issue,Resolved,2
COMP110502,CUST107323,2026-01-30,Network Issue,Resolved,5
COMP110503,CUST107323,2025-12-21,Service Quality,Pending,2
COMP110504,CUST107324,2025-11-04,Data/Speed Issue,Resolved,6
COMP110505,CUST107325,2026-01-25,Network Issue,Resolved,6
COMP110506,CUST107326,2025-08-30,Data/Speed Issue,Resolved,8
COMP110507,CUST107326,2025-12-18,Service Quality,Resolved,13
COMP110508,CUST107326,2025-11-23,Network Issue,Pending,5
COMP110509,CUST107326,2025-08-15,Service Quality,Resolved,9
COMP110510,CUST107327,2025-11-09,Service Quality,Resolved,3
COMP110511,CUST107329,2025-09-14,Other,Pending,1
COMP110512,CUST107329,2025-08-23,Billing Issue,Resolved,4
COMP110513,CUST107329,2025-08-11,Billing Issue,Resolved,4
COMP110514,CUST107330,2025-08-24,Service Quality,Pending,1
COMP110515,CUST107330,2025-08-23,Network Issue,Resolved,1
COMP110516,CUST107332,2025-08-24,Data/Speed Issue,Resolved,5
COMP110517,CUST107332,2025-12-06,Service Quality,Resolved,2
COMP110518,CUST107333,2025-11-19,Network Issue,Resolved,3
COMP110519,CUST107333,2025-08-24,Service Quality,Resolved,2
COMP110520,CUST107333,2025-09-21,Data/Speed Issue,Resolved,4
COMP110521,CUST107334,2025-10-13,Network Issue,Resolved,3
COMP110522,CUST107334,2025-09-14,Other,Resolved,6
COMP110523,CUST107335,2025-11-14,Network Issue,Resolved,1
COMP110524,CUST107336,2025-11-16,Other,Resolved,3
COMP110525,CUST107336,2025-08-30,Billing Issue,Resolved,4
COMP110526,CUST107336,2025-10-09,Billing Issue,Resolved,5
COMP110527,CUST107339,2025-11-26,Network Issue,Pending,4
COMP110528,CUST107339,2025-10-10,Billing Issue,Pending,1
COMP110529,CUST107340,2025-10-28,Network Issue,Pending,5
COMP110530,CUST107340,2025-11-30,Billing Issue,Resolved,4
COMP110531,CUST107342,2025-11-12,Billing Issue,Resolved,5
COMP110532,CUST107342,2026-01-11,Service Quality,Resolved,3
COMP110533,CUST107343,2025-10-02,Network Issue,Pending,5
COMP110534,CUST107346,2025-08-24,Network Issue,Resolved,3
COMP110535,CUST107347,2025-12-22,Network Issue,Resolved,3
COMP110536,CUST107347,2025-11-16,Network Issue,Resolved,1
COMP110537,CUST107347,2025-09-01,Billing Issue,Resolved,4
COMP110538,CUST107348,2025-10-24,Other,Resolved,1
COMP110539,CUST107349,2025-08-11,Network Issue,Resolved,5
COMP110540,CUST107350,2026-01-20,Service Quality,Resolved,3
COMP110541,CUST107350,2025-11-06,Data/Speed Issue,Resolved,7
COMP110542,CUST107350,2025-11-09,Data/Speed Issue,Resolved,4
COMP110543,CUST107350,2025-12-19,Network Issue,Resolved,13
COMP110544,CUST107351,2025-12-07,Network Issue,Resolved,2
COMP110545,CUST107351,2026-01-19,Network Issue,Resolved,6
COMP110546,CUST107352,2025-10-08,Network Issue,Resolved,3
COMP110547,CUST107352,2025-11-17,Data/Speed Issue,Pending,4
COMP110548,CUST107353,2025-12-15,Billing Issue,Resolved,5
COMP110549,CUST107353,2025-11-23,Billing Issue,Resolved,5
COMP110550,CUST107355,2025-11-14,Data/Speed Issue,Resolved,6
COMP110551,CUST107355,2025-08-10,Billing Issue,Resolved,3
COMP110552,CUST107355,2025-09-30,Billing Issue,Resolved,1
COMP110553,CUST107356,2025-10-08,Network Issue,Pending,6
COMP110554,CUST107357,2025-12-02,Network Issue,Resolved,14
COMP110555,CUST107357,2025-09-14,Service Quality,Resolved,13
COMP110556,CUST107357,2025-11-11,Billing Issue,Resolved,6
COMP110557,CUST107358,2025-08-29,Billing Issue,Pending,4
COMP110558,CUST107358,2025-12-16,Network Issue,Resolved,5
COMP110559,CUST107358,2025-11-11,Other,Resolved,3
COMP110560,CUST107358,2025-12-09,Network Issue,Pending,5
COMP110561,CUST107360,2025-11-07,Network Issue,Pending,5
COMP110562,CUST107360,2025-08-23,Other,Resolved,6
COMP110563,CUST107360,2025-11-14,Service Quality,Pending,2
COMP110564,CUST107361,2025-09-09,Billing Issue,Resolved,4
COMP110565,CUST107361,2025-10-27,Service Quality,Resolved,2
COMP110566,CUST107361,2025-09-13,Data/Speed Issue,Resolved,4
COMP110567,CUST107361,2026-01-17,Network Issue,Pending,3
COMP110568,CUST107362,2025-12-07,Billing Issue,Pending,6
COMP110569,CUST107362,2025-09-20,Billing Issue,Resolved,13
COMP110570,CUST107362,2025-08-31,Data/Speed Issue,Pending,4
COMP110571,CUST107362,2026-01-04,Data/Speed Issue,Resolved,8
COMP110572,CUST107362,2026-01-06,Data/Speed Issue,Resolved,13
COMP110573,CUST107363,2026-01-22,Network Issue,Resolved,1
COMP110574,CUST107363,2025-09-22,Billing Issue,Resolved,2
COMP110575,CUST107367,2026-01-29,Data/Speed Issue,Resolved,2
COMP110576,CUST107367,2025-11-29,Network Issue,Resolved,5
COMP110577,CUST107367,2025-11-15,Data/Speed Issue,Resolved,1
COMP110578,CUST107368,2025-10-27,Data/Speed Issue,Resolved,1
COMP110579,CUST107368,2026-01-21,Network Issue,Pending,5
COMP110580,CUST107368,2025-11-02,Service Quality,Resolved,6
COMP110581,CUST107369,2025-11-26,Billing Issue,Pending,10
COMP110582,CUST107369,2025-12-23,Service Quality,Resolved,12
COMP110583,CUST107370,2025-09-27,Data/Speed Issue,Resolved,5
COMP110584,CUST107370,2025-12-16,Network Issue,Resolved,5
COMP110585,CUST107370,2025-08-05,Data/Speed Issue,Resolved,1
COMP110586,CUST107371,2025-09-06,Data/Speed Issue,Resolved,2
COMP110587,CUST107371,2025-11-19,Service Quality,Pending,3
COMP110588,CUST107372,2025-11-21,Service Quality,Resolved,4
COMP110589,CUST107373,2025-08-22,Billing Issue,Pending,3
COMP110590,CUST107373,2025-08-13,Billing Issue,Resolved,4
COMP110591,CUST107373,2025-12-22,Billing Issue,Resolved,6
COMP110592,CUST107373,2026-01-23,Service Quality,Resolved,2
COMP110593,CUST107373,2025-11-25,Data/Speed Issue,Resolved,6
COMP110594,CUST107374,2025-11-25,Network Issue,Resolved,6
COMP110595,CUST107378,2025-12-16,Billing Issue,Resolved,5
COMP110596,CUST107378,2025-09-23,Other,Pending,1
COMP110597,CUST107381,2025-09-11,Billing Issue,Resolved,2
COMP110598,CUST107382,2026-01-13,Billing Issue,Pending,8
COMP110599,CUST107382,2025-12-01,Service Quality,Pending,12
COMP110600,CUST107382,2025-12-14,Billing Issue,Resolved,4
COMP110601,CUST107384,2025-12-31,Service Quality,Resolved,1
COMP110602,CUST107385,2025-10-02,Network Issue,Pending,1
COMP110603,CUST107386,2025-09-04,Other,Resolved,1
COMP110604,CUST107387,2025-11-09,Billing Issue,Resolved,2
COMP110605,CUST107389,2025-10-18,Data/Speed Issue,Resolved,1
COMP110606,CUST107389,2026-01-17,Data/Speed Issue,Pending,6
COMP110607,CUST107390,2025-10-22,Network Issue,Resolved,6
COMP110608,CUST107390,2025-08-19,Data/Speed Issue,Resolved,1
COMP110609,CUST107391,2025-08-30,Service Quality,Resolved,4
COMP110610,CUST107392,2025-10-08,Network Issue,Resolved,5
COMP110611,CUST107396,2025-10-30,Billing Issue,Resolved,4
COMP110612,CUST107396,2025-11-07,Network Issue,Pending,13
COMP110613,CUST107398,2025-10-12,Network Issue,Resolved,2
COMP110614,CUST107398,2025-12-26,Other,Pending,4
COMP110615,CUST107401,2025-12-20,Data/Speed Issue,Resolved,3
COMP110616,CUST107402,2025-12-19,Billing Issue,Resolved,1
COMP110617,CUST107403,2025-12-20,Billing Issue,Resolved,11
COMP110618,CUST107403,2025-11-12,Network Issue,Resolved,9
COMP110619,CUST107403,2025-12-31,Network Issue,Resolved,11
COMP110620,CUST107404,2025-12-29,Service Quality,Resolved,9
COMP110621,CUST107404,2025-09-02,Network Issue,Resolved,7
COMP110622,CUST107404,2025-09-07,Data/Speed Issue,Resolved,13
COMP110623,CUST107404,2025-12-07,Data/Speed Issue,Pending,3
COMP110624,CUST107405,2025-08-12,Network Issue,Pending,11
COMP110625,CUST107405,2025-12-04,Network Issue,Pending,11
COMP110626,CUST107405,2025-09-19,Billing Issue,Resolved,3
COMP110627,CUST107405,2026-01-14,Data/Speed Issue,Resolved,3
COMP110628,CUST107406,2025-12-14,Network Issue,Pending,9
COMP110629,CUST107406,2025-10-14,Data/Speed Issue,Resolved,10
COMP110630,CUST107406,2025-09-04,Network Issue,Resolved,11
COMP110631,CUST107408,2025-08-09,Network Issue,Resolved,4
COMP110632,CUST107409,2025-12-15,Data/Speed Issue,Pending,3
COMP110633,CUST107411,2025-10-08,Data/Speed Issue,Resolved,5
COMP110634,CUST107412,2026-01-02,Billing Issue,Resolved,4
COMP110635,CUST107414,2026-01-05,Service Quality,Pending,11
COMP110636,CUST107414,2025-12-02,Billing Issue,Resolved,4
COMP110637,CUST107414,2025-11-03,Network Issue,Resolved,12
COMP110638,CUST107415,2025-12-31,Service Quality,Resolved,2
COMP110639,CUST107416,2025-11-20,Network Issue,Resolved,10
COMP110640,CUST107416,2025-08-19,Billing Issue,Resolved,5
COMP110641,CUST107418,2025-10-07,Service Quality,Resolved,2
COMP110642,CUST107418,2025-09-29,Data/Speed Issue,Resolved,6
COMP110643,CUST107418,2025-10-21,Data/Speed Issue,Resolved,4
COMP110644,CUST107418,2025-09-19,Billing Issue,Resolved,1
COMP110645,CUST107419,2025-08-31,Network Issue,Resolved,5
COMP110646,CUST107419,2025-09-05,Billing Issue,Resolved,1
COMP110647,CUST107419,2025-09-16,Data/Speed Issue,Resolved,6
COMP110648,CUST107419,2026-01-17,Network Issue,Resolved,6
COMP110649,CUST107420,2025-10-04,Other,Resolved,6
COMP110650,CUST107421,2025-11-27,Service Quality,Resolved,13
COMP110651,CUST107421,2025-10-31,Data/Speed Issue,Pending,3
COMP110652,CUST107421,2026-01-08,Network Issue,Resolved,8
COMP110653,CUST107422,2025-11-25,Network Issue,Pending,10
COMP110654,CUST107422,2025-10-12,Billing Issue,Resolved,12
COMP110655,CUST107422,2025-08-05,Other,Pending,7
COMP110656,CUST107422,2025-09-26,Network Issue,Resolved,4
COMP110657,CUST107423,2025-09-02,Billing Issue,Resolved,7
COMP110658,CUST107423,2025-11-20,Network Issue,Resolved,12
COMP110659,CUST107423,2025-09-30,Network Issue,Pending,5
COMP110660,CUST107424,2026-01-25,Billing Issue,Resolved,5
COMP110661,CUST107424,2025-12-03,Other,Resolved,1
COMP110662,CUST107424,2026-01-04,Service Quality,Resolved,5
COMP110663,CUST107425,2025-11-25,Service Quality,Resolved,14
COMP110664,CUST107425,2026-01-30,Billing Issue,Pending,9
COMP110665,CUST107425,2025-11-29,Data/Speed Issue,Resolved,3
COMP110666,CUST107425,2026-01-06,Network Issue,Resolved,14
COMP110667,CUST107425,2025-09-14,Service Quality,Resolved,6
COMP110668,CUST107431,2025-09-23,Network Issue,Resolved,4
COMP110669,CUST107431,2025-11-22,Data/Speed Issue,Resolved,6
COMP110670,CUST107431,2025-09-13,Network Issue,Resolved,7
COMP110671,CUST107431,2025-12-11,Data/Speed Issue,Pending,12
COMP110672,CUST107431,2026-01-11,Data/Speed Issue,Resolved,11
COMP110673,CUST107432,2025-09-25,Data/Speed Issue,Resolved,14
COMP110674,CUST107432,2025-12-11,Service Quality,Pending,3
COMP110675,CUST107432,2025-12-23,Service Quality,Pending,5
COMP110676,CUST107432,2025-08-24,Network Issue,Pending,13
COMP110677,CUST107433,2025-10-23,Other,Resolved,3
COMP110678,CUST107433,2025-08-10,Billing Issue,Resolved,2
COMP110679,CUST107434,2026-01-06,Billing Issue,Resolved,13
COMP110680,CUST107434,2026-01-03,Data/Speed Issue,Resolved,14
COMP110681,CUST107434,2025-09-07,Billing Issue,Resolved,9
COMP110682,CUST107435,2025-10-31,Service Quality,Resolved,2
COMP110683,CUST107436,2025-11-12,Service Quality,Resolved,3
COMP110684,CUST107437,2025-11-25,Network Issue,Resolved,10
COMP110685,CUST107437,2026-01-05,Billing Issue,Pending,12
COMP110686,CUST107437,2026-01-20,Other,Resolved,11
COMP110687,CUST107438,2025-09-18,Other,Resolved,5
COMP110688,CUST107438,2025-11-17,Billing Issue,Resolved,2
COMP110689,CUST107438,2025-09-12,Billing Issue,Resolved,4
COMP110690,CUST107439,2025-12-01,Other,Resolved,12
COMP110691,CUST107439,2025-10-10,Data/Speed Issue,Resolved,12
COMP110692,CUST107439,2026-01-16,Network Issue,Resolved,10
COMP110693,CUST107440,2026-01-16,Data/Speed Issue,Resolved,4
COMP110694,CUST107440,2025-12-21,Service Quality,Resolved,6
COMP110695,CUST107440,2025-10-19,Network Issue,Resolved,4
COMP110696,CUST107441,2025-12-05,Data/Speed Issue,Pending,3
COMP110697,CUST107441,2025-09-13,Billing Issue,Pending,12
COMP110698,CUST107441,2026-01-30,Service Quality,Resolved,3
COMP110699,CUST107441,2025-11-14,Billing Issue,Pending,13
COMP110700,CUST107444,2025-12-26,Network Issue,Pending,5
COMP110701,CUST107445,2025-12-30,Service Quality,Resolved,5
COMP110702,CUST107446,2025-11-24,Data/Speed Issue,Resolved,3
COMP110703,CUST107446,2025-10-22,Data/Speed Issue,Resolved,1
COMP110704,CUST107446,2025-12-29,Data/Speed Issue,Resolved,4
COMP110705,CUST107447,2025-11-03,Service Quality,Resolved,5
COMP110706,CUST107447,2025-10-31,Network Issue,Resolved,6
COMP110707,CUST107448,2025-10-16,Service Quality,Pending,1
COMP110708,CUST107448,2025-10-25,Billing Issue,Resolved,6
COMP110709,CUST107453,2025-10-23,Data/Speed Issue,Resolved,1
COMP110710,CUST107454,2025-08-23,Data/Speed Issue,Resolved,1
COMP110711,CUST107454,2025-09-22,Billing Issue,Resolved,6
COMP110712,CUST107455,2025-09-30,Service Quality,Resolved,3
COMP110713,CUST107456,2025-08-10,Service Quality,Resolved,1
COMP110714,CUST107460,2026-01-25,Network Issue,Resolved,5
COMP110715,CUST107463,2025-09-12,Data/Speed Issue,Resolved,3
COMP110716,CUST107463,2025-08-12,Billing Issue,Resolved,4
COMP110717,CUST107464,2025-09-05,Service Quality,Resolved,6
COMP110718,CUST107465,2025-11-07,Network Issue,Resolved,5
COMP110719,CUST107468,2025-09-23,Service Quality,Resolved,2
COMP110720,CUST107468,2026-01-09,Billing Issue,Resolved,2
COMP110721,CUST107469,2025-08-20,Network Issue,Resolved,5
COMP110722,CUST107469,2025-11-14,Other,Resolved,2
COMP110723,CUST107469,2026-01-05,Billing Issue,Resolved,6
COMP110724,CUST107469,2025-10-01,Network Issue,Resolved,6
COMP110725,CUST107470,2025-10-21,Service Quality,Resolved,5
COMP110726,CUST107470,2025-12-29,Network Issue,Resolved,4
COMP110727,CUST107471,2025-10-20,Service Quality,Pending,5
COMP110728,CUST107471,2025-11-12,Other,Resolved,4
COMP110729,CUST107472,2025-11-18,Service Quality,Resolved,2
COMP110730,CUST107472,2025-08-27,Data/Speed Issue,Pending,1
COMP110731,CUST107473,2025-12-25,Service Quality,Resolved,3
COMP110732,CUST107475,2025-09-06,Service Quality,Pending,5
COMP110733,CUST107475,2025-10-03,Network Issue,Resolved,4
COMP110734,CUST107476,2026-01-25,Billing Issue,Resolved,3
COMP110735,CUST107478,2026-01-06,Other,Resolved,3
COMP110736,CUST107478,2025-09-15,Network Issue,Resolved,1
COMP110737,CUST107479,2025-11-17,Network Issue,Resolved,3
COMP110738,CUST107480,2025-11-02,Data/Speed Issue,Pending,11
COMP110739,CUST107480,2025-10-17,Billing Issue,Resolved,6
COMP110740,CUST107481,2025-09-20,Network Issue,Pending,13
COMP110741,CUST107481,2025-10-15,Network Issue,Pending,5
COMP110742,CUST107481,2025-09-29,Other,Resolved,7
COMP110743,CUST107481,2025-09-17,Service Quality,Resolved,5
COMP110744,CUST107482,2025-09-02,Network Issue,Resolved,2
COMP110745,CUST107484,2026-01-11,Data/Speed Issue,Resolved,2
COMP110746,CUST107484,2025-11-20,Billing Issue,Resolved,3
COMP110747,CUST107484,2026-01-17,Billing Issue,Resolved,1
COMP110748,CUST107486,2026-01-19,Service Quality,Resolved,3
COMP110749,CUST107487,2025-12-21,Service Quality,Resolved,14
COMP110750,CUST107488,2025-09-01,Other,Resolved,4
COMP110751,CUST107490,2025-12-23,Data/Speed Issue,Pending,13
COMP110752,CUST107490,2025-10-14,Data/Speed Issue,Resolved,5
COMP110753,CUST107491,2025-10-27,Billing Issue,Pending,12
COMP110754,CUST107491,2025-12-17,Billing Issue,Resolved,5
COMP110755,CUST107491,2025-09-30,Data/Speed Issue,Resolved,12
COMP110756,CUST107491,2025-12-26,Data/Speed Issue,Resolved,13
COMP110757,CUST107491,2026-01-10,Data/Speed Issue,Pending,13
COMP110758,CUST107492,2025-11-23,Service Quality,Pending,8
COMP110759,CUST107495,2025-09-18,Billing Issue,Resolved,1
COMP110760,CUST107497,2025-12-17,Network Issue,Resolved,2
COMP110761,CUST107497,2025-08-24,Data/Speed Issue,Resolved,6
COMP110762,CUST107498,2026-01-14,Network Issue,Resolved,1
COMP110763,CUST107499,2025-12-23,Network Issue,Resolved,4
COMP110764,CUST107501,2025-11-15,Data/Speed Issue,Pending,13
COMP110765,CUST107501,2025-08-16,Other,Pending,14
COMP110766,CUST107501,2026-01-24,Network Issue,Pending,14
COMP110767,CUST107502,2025-09-24,Network Issue,Resolved,6
COMP110768,CUST107505,2026-01-13,Billing Issue,Pending,10
COMP110769,CUST107505,2026-01-14,Network Issue,Resolved,9
COMP110770,CUST107507,2025-09-03,Data/Speed Issue,Resolved,3
COMP110771,CUST107510,2025-09-20,Service Quality,Pending,10
COMP110772,CUST107510,2026-01-17,Network Issue,Pending,13
COMP110773,CUST107510,2025-11-09,Network Issue,Resolved,7
COMP110774,CUST107512,2025-10-04,Billing Issue,Pending,4
COMP110775,CUST107512,2025-10-08,Billing Issue,Resolved,13
COMP110776,CUST107512,2025-11-15,Billing Issue,Resolved,14
