customer_id,city,age,gender,plan_type,contract_type,tenure_months,monthly_charges
CUST107479,Mumbai,27,Male,Prepaid,No Contract,27,450.61
CUST107480,Gurgaon,61,Male,Postpaid,2-Year,57,1038.36
CUST107481,Delhi,51,Male,Postpaid,Month-to-Month,1,1193.81
CUST107482,Mumbai,56,Male,Prepaid,No Contract,11,237.61
CUST107483,Mumbai,28,Male,Prepaid,No Contract,3,373.67
CUST107484,Mumbai,64,Female,Broadband,Month-to-Month,4,2061.25
CUST107485,Bangalore,29,Male,Prepaid,No Contract,24,276.55
CUST107486,Mumbai,27,Female,Prepaid,No Contract,11,430.13
CUST107487,Pune,30,Female,Postpaid,Month-to-Month,1,1105.11
CUST107488,Mumbai,51,Female,Broadband,1-Year,30,1220.38
CUST107489,Noida,47,Male,Broadband,Month-to-Month,2,1584.87
CUST107490,Delhi,32,Male,Postpaid,Month-to-Month,13,1002.39
CUST107491,Gurgaon,25,Female,Prepaid,No Contract,12,219.33
CUST107492,Gurgaon,55,Male,Prepaid,No Contract,12,418.16
CUST107493,Mumbai,53,Male,Broadband,Month-to-Month,22,1664.85
CUST107494,Noida,57,Female,Prepaid,No Contract,4,264.55
CUST107495,Delhi,39,Male,Broadband,Month-to-Month,5,871.42
CUST107496,Delhi,22,Female,Prepaid,No Contract,5,420.79
CUST107497,Noida,49,Other,Broadband,Month-to-Month,11,1128.77
CUST107498,Gurgaon,37,Female,Prepaid,No Contract,29,476.63
CUST107499,Bangalore,40,Male,Broadband,1-Year,9,2120.18
CUST107500,Mumbai,57,Female,Postpaid,1-Year,47,1253.66
CUST107501,Noida,63,Female,Prepaid,No Contract,17,448.64
CUST107502,Delhi,19,Male,Prepaid,No Contract,23,277.89
CUST107503,Delhi,36,Male,Prepaid,No Contract,13,466.75
CUST107504,Mumbai,43,Female,Broadband,2-Year,22,958.46
CUST107505,Pune,53,Female,Postpaid,Month-to-Month,10,1066.87
CUST107506,Mumbai,31,Male,Broadband,1-Year,39,2049.64
CUST107507,Gurgaon,24,Female,Postpaid,1-Year,38,597.58
CUST107508,Bangalore,33,Female,Postpaid,Month-to-Month,13,584.97
CUST107509,Pune,27,Male,Postpaid,2-Year,32,646.62
CUST107510,Noida,60,Male,Broadband,Month-to-Month,12,924.42
CUST107511,Pune,39,Female,Prepaid,No Contract,29,418.85
CUST107512,Delhi,43,Female,Broadband,1-Year,48,1199.46
CUST107513,Delhi,22,Male,Prepaid,No Contract,6,490.96
CUST107514,Bangalore,29,Female,Postpaid,1-Year,15,998.74
CUST107515,Noida,41,Male,Broadband,1-Year,15,1506.33
CUST107516,Gurgaon,41,Male,Broadband,Month-to-Month,11,2354.84
CUST107517,Gurgaon,32,Female,Postpaid,Month-to-Month,1,520.85
CUST107518,Noida,41,Female,Prepaid,No Contract,34,370.93
CUST107519,Delhi,41,Female,Broadband,1-Year,16,1151.76
CUST107520,Gurgaon,59,Male,Prepaid,No Contract,19,359.55
CUST107521,Mumbai,43,Female,Postpaid,Month-to-Month,8,1014.98
CUST107522,Mumbai,51,Male,Broadband,Month-to-Month,11,2001.35
CUST107523,Bangalore,35,Male,Broadband,1-Year,36,1342.88
CUST107524,Gurgaon,60,Female,Prepaid,No Contract,9,464.82
CUST107525,Bangalore,54,Male,Postpaid,Month-to-Month,8,1305.85
CUST107526,Mumbai,23,Female,Prepaid,No Contract,14,239.02
CUST107527,Mumbai,62,Female,Broadband,2-Year,38,2464.21
CUST107528,Bangalore,42,Female,Postpaid,Month-to-Month,15,1371.64
CUST107529,Gurgaon,34,Female,Prepaid,No Contract,28,315.56
CUST107530,Delhi,33,Other,Prepaid,No Contract,2,497.5
CUST107531,Delhi,46,Male,Postpaid,1-Year,42,1495.36
CUST107532,Gurgaon,18,Male,Prepaid,No Contract,31,362.63
CUST107533,Mumbai,62,Male,Broadband,2-Year,50,1309.9
CUST107534,Noida,59,Male,Postpaid,Month-to-Month,22,1447.05
CUST107535,Bangalore,62,Female,Prepaid,No Contract,10,364.21
CUST107536,Noida,37,Male,Postpaid,Month-to-Month,20,1126.63
CUST107537,Gurgaon,43,Male,Prepaid,No Contract,34,318.06
CUST107538,Mumbai,38,Female,Postpaid,1-Year,12,1447.72
CUST107539,Gurgaon,44,Male,Postpaid,Month-to-Month,7,1223.38
CUST107540,Delhi,53,Male,Prepaid,No Contract,2,434.31
CUST107541,Delhi,52,Female,Broadband,1-Year,21,966.18
CUST107542,Mumbai,33,Female,Prepaid,No Contract,3,408.65
CUST107543,Pune,46,Male,Prepaid,No Contract,23,332.68
CUST107544,Delhi,24,Female,Prepaid,No Contract,29,426.97
CUST107545,Delhi,24,Male,Prepaid,No Contract,7,337.47
CUST107546,Noida,51,Male,Broadband,1-Year,19,2342.29
CUST107547,Gurgaon,65,Male,Broadband,Month-to-Month,17,1833.66
CUST107548,Noida,22,Male,Prepaid,No Contract,16,236.06
CUST107549,Bangalore,25,Male,Prepaid,No Contract,9,490.12
CUST107550,Pune,25,Male,Postpaid,Month-to-Month,14,1487.46
CUST107551,Mumbai,60,Male,Prepaid,No Contract,1,429.32
CUST107552,Bangalore,46,Male,Prepaid,No Contract,28,476.26
CUST107553,Mumbai,27,Male,Prepaid,No Contract,4,222.11
CUST107554,Bangalore,18,Male,Postpaid,1-Year,30,720.25
CUST107555,Mumbai,55,Male,Postpaid,Month-to-Month,9,1291.94
CUST107556,Delhi,45,Female,Prepaid,No Contract,1,327.09
CUST107557,Mumbai,24,Other,Broadband,1-Year,29,2283.89
CUST107558,Mumbai,34,Male,Prepaid,No Contract,7,318.86
CUST107559,Noida,65,Female,Broadband,1-Year,35,1695.12
CUST107560,Bangalore,63,Male,Broadband,Month-to-Month,7,2191.68
CUST107561,Bangalore,41,Female,Postpaid,2-Year,64,599.79
CUST107562,Delhi,52,Female,Prepaid,No Contract,17,398.81
CUST107563,Bangalore,26,Male,Prepaid,No Contract,36,201.5
CUST107564,Mumbai,59,Male,Broadband,1-Year,17,992.23
CUST107565,Noida,20,Male,Prepaid,No Contract,20,290.35
CUST107566,Pune,61,Female,Broadband,Month-to-Month,13,1272.82
CUST107567,Delhi,21,Female,Broadband,Month-to-Month,4,1790.6
CUST107568,Noida,49,Male,Postpaid,1-Year,39,959.4
CUST107569,Delhi,61,Female,Broadband,Month-to-Month,20,1141.41
CUST107570,Gurgaon,30,Male,Broadband,1-Year,10,1790.89
CUST107571,Mumbai,41,Female,Postpaid,1-Year,32,1099.49
CUST107572,Delhi,24,Female,Prepaid,No Contract,35,262.13
CUST107573,Bangalore,36,Female,Postpaid,Month-to-Month,2,531.71
CUST107574,Delhi,44,Female,Postpaid,Month-to-Month,9,1445.14
CUST107575,Delhi,44,Female,Broadband,Month-to-Month,23,1846.72
CUST107576,Mumbai,35,Male,Prepaid,No Contract,28,278.98
CUST107577,Bangalore,47,Female,Postpaid,Month-to-Month,18,1404.81
CUST107578,Pune,45,Male,Prepaid,No Contract,15,487.86
CUST107579,Bangalore,46,Male,Broadband,2-Year,19,1514.53
CUST107580,Bangalore,26,Male,Prepaid,No Contract,6,492.1
CUST107581,Gurgaon,56,Male,Postpaid,Month-to-Month,8,905.85
CUST107582,Delhi,56,Male,Postpaid,1-Year,36,955.87
CUST107583,Delhi,38,Female,Prepaid,No Contract,17,422.12
CUST107584,Mumbai,62,Male,Broadband,Month-to-Month,23,1664.18
CUST107585,Bangalore,55,Female,Postpaid,Month-to-Month,14,839.45
CUST107586,Mumbai,24,Male,Prepaid,No Contract,6,354.58
CUST107587,Bangalore,62,Female,Prepaid,No Contract,10,355.18
CUST107588,Mumbai,42,Male,Postpaid,1-Year,41,500.22
CUST107589,Delhi,43,Female,Postpaid,1-Year,35,920.96
CUST107590,Delhi,23,Male,Broadband,1-Year,28,1176.62
CUST107591,Noida,37,Female,Postpaid,1-Year,32,1022.2
CUST107592,Bangalore,35,Male,Postpaid,2-Year,17,1367.65
CUST107593,Noida,37,Male,Postpaid,Month-to-Month,8,1453.73
CUST107594,Delhi,57,Male,Postpaid,Month-to-Month,10,696.6
CUST107595,Pune,35,Male,Postpaid,Month-to-Month,17,609.59
CUST107596,Gurgaon,64,Male,Broadband,2-Year,47,2496.38
CUST107597,Delhi,18,Male,Postpaid,2-Year,40,794.54
CUST107598,Pune,50,Female,Prepaid,No Contract,32,399.34
CUST107599,Gurgaon,56,Female,Prepaid,No Contract,20,290.82
CUST107600,Bangalore,65,Female,Postpaid,1-Year,24,775.28
CUST107601,Delhi,40,Female,Postpaid,Month-to-Month,21,936.0
CUST107602,Mumbai,31,Male,Broadband,2-Year,49,1238.01
CUST107603,Pune,45,Male,Prepaid,No Contract,14,379.2
CUST107604,Gurgaon,38,Female,Broadband,Month-to-Month,18,2101.29
CUST107605,Bangalore,61,Male,Postpaid,1-Year,11,818.4
CUST107606,Delhi,54,Male,Postpaid,Month-to-Month,16,1108.47
CUST107607,Bangalore,24,Female,Prepaid,No Contract,8,355.24
CUST107608,Gurgaon,29,Male,Prepaid,No Contract,20,314.06
CUST107609,Gurgaon,54,Female,Broadband,Month-to-Month,19,1368.8
CUST107610,Gurgaon,56,Female,Prepaid,No Contract,27,364.72
CUST107611,Delhi,45,Female,Prepaid,No Contract,7,417.38
CUST107612,Pune,24,Female,Broadband,Month-to-Month,5,1675.28
CUST107613,Gurgaon,62,Female,Postpaid,1-Year,15,622.88
CUST107614,Gurgaon,34,Other,Prepaid,No Contract,25,468.04
CUST107615,Mumbai,54,Male,Postpaid,Month-to-Month,19,949.0
CUST107616,Gurgaon,31,Female,Postpaid,Month-to-Month,4,653.01
CUST107617,Bangalore,60,Female,Broadband,1-Year,16,1848.87
CUST107618,Pune,21,Male,Postpaid,Month-to-Month,19,662.74
CUST107619,Mumbai,39,Male,Prepaid,No Contract,19,383.67
CUST107620,Noida,34,Female,Prepaid,No Contract,29,337.73
CUST107621,Mumbai,52,Male,Postpaid,1-Year,7,617.07
CUST107622,Delhi,63,Male,Broadband,Month-to-Month,18,1213.53
CUST107623,Bangalore,49,Male,Broadband,2-Year,37,1433.4
CUST107624,Mumbai,55,Male,Postpaid,1-Year,20,803.8
CUST107625,Bangalore,48,Male,Prepaid,No Contract,30,390.94
CUST107626,Noida,42,Male,Prepaid,No Contract,22,276.58
CUST107627,Mumbai,27,Female,Prepaid,No Contract,20,483.29
CUST107628,Pune,19,Female,Prepaid,No Contract,23,377.37
CUST107629,Noida,44,Male,Postpaid,1-Year,32,1353.27
CUST107630,Mumbai,29,Male,Prepaid,No Contract,22,376.72
CUST107631,Bangalore,33,Female,Postpaid,1-Year,26,693.44
CUST107632,Gurgaon,33,Male,Broadband,Month-to-Month,4,1672.77
CUST107633,Pune,20,Female,Prepaid,No Contract,31,488.54
CUST107634,Bangalore,42,Male,Prepaid,No Contract,1,267.5
CUST107635,Delhi,35,Male,Postpaid,2-Year,58,1077.44
CUST107636,Gurgaon,56,Male,Broadband,Month-to-Month,8,1218.69
CUST107637,Bangalore,59,Male,Broadband,1-Year,9,1652.67
CUST107638,Delhi,57,Male,Broadband,Month-to-Month,3,1276.65
CUST107639,Delhi,49,Male,Postpaid,Month-to-Month,13,828.52
CUST107640,Mumbai,20,Male,Prepaid,No Contract,20,489.82
CUST107641,Gurgaon,25,Male,Broadband,Month-to-Month,9,1487.15
CUST107642,Mumbai,22,Female,Prepaid,No Contract,10,243.3
CUST107643,Gurgaon,37,Female,Prepaid,No Contract,4,202.87
CUST107644,Delhi,61,Male,Postpaid,1-Year,14,1376.53
CUST107645,Bangalore,42,Female,Broadband,2-Year,24,1956.28
CUST107646,Mumbai,23,Male,Prepaid,No Contract,28,204.65
CUST107647,Gurgaon,45,Male,Postpaid,1-Year,21,1025.5
CUST107648,Gurgaon,40,Male,Broadband,1-Year,15,1097.37
CUST107649,Mumbai,41,Male,Broadband,1-Year,7,1885.91
CUST107650,Delhi,27,Female,Broadband,Month-to-Month,16,2255.81
CUST107651,Delhi,27,Male,Prepaid,No Contract,3,273.19
CUST107652,Delhi,50,Female,Broadband,1-Year,23,885.34
CUST107653,Noida,26,Male,Postpaid,1-Year,32,684.04
CUST107654,Noida,35,Male,Postpaid,1-Year,18,1054.54
CUST107655,Noida,20,Female,Prepaid,No Contract,30,376.77
CUST107656,Bangalore,50,Male,Broadband,1-Year,22,1998.52
CUST107657,Bangalore,27,Female,Prepaid,No Contract,3,345.8
CUST107658,Mumbai,44,Male,Broadband,Month-to-Month,17,2226.83
CUST107659,Bangalore,52,Other,Postpaid,1-Year,30,972.31
CUST107660,Delhi,35,Other,Prepaid,No Contract,10,272.4
CUST107661,Bangalore,24,Female,Prepaid,No Contract,10,445.74
CUST107662,Noida,24,Female,Postpaid,Month-to-Month,1,1418.43
CUST107663,Mumbai,39,Female,Broadband,1-Year,45,1270.47
CUST107664,Gurgaon,27,Female,Postpaid,2-Year,39,914.72
CUST107665,Gurgaon,44,Female,Prepaid,No Contract,33,242.55
CUST107666,Bangalore,62,Female,Broadband,1-Year,20,942.22
CUST107667,Bangalore,21,Female,Prepaid,No Contract,17,306.25
CUST107668,Noida,29,Female,Prepaid,No Contract,10,241.82
CUST107669,Gurgaon,20,Female,Prepaid,No Contract,19,239.07
CUST107670,Noida,65,Female,Postpaid,Month-to-Month,14,1387.61
CUST107671,Mumbai,60,Male,Broadband,Month-to-Month,10,1671.74
CUST107672,Noida,20,Female,Prepaid,No Contract,30,299.83
CUST107673,Mumbai,42,Male,Postpaid,1-Year,29,649.79
CUST107674,Mumbai,43,Male,Postpaid,2-Year,45,1262.36
CUST107675,Mumbai,57,Male,Postpaid,2-Year,41,1204.2
CUST107676,Bangalore,24,Male,Prepaid,No Contract,18,354.47
CUST107677,Pune,63,Female,Prepaid,No Contract,29,352.9
CUST107678,Delhi,51,Male,Broadband,Month-to-Month,19,1165.15
CUST107679,Delhi,27,Male,Prepaid,No Contract,26,325.18
CUST107680,Pune,20,Female,Prepaid,No Contract,9,317.47
CUST107681,Mumbai,45,Male,Postpaid,Month-to-Month,2,581.08
CUST107682,Bangalore,28,Male,Prepaid,No Contract,15,472.33
CUST107683,Mumbai,49,Male,Postpaid,1-Year,33,1247.96
CUST107684,Delhi,25,Male,Prepaid,No Contract,6,271.34
CUST107685,Noida,37,Male,Broadband,Month-to-Month,4,2064.63
CUST107686,Bangalore,22,Female,Prepaid,No Contract,14,217.35
CUST107687,Gurgaon,58,Male,Postpaid,Month-to-Month,20,1324.24
CUST107688,Gurgaon,30,Male,Prepaid,No Contract,33,292.92
CUST107689,Noida,28,Male,Postpaid,Month-to-Month,12,1267.07
CUST107690,Delhi,51,Male,Broadband,Month-to-Month,21,2161.38
CUST107691,Noida,61,Male,Postpaid,1-Year,10,949.94
CUST107692,Gurgaon,20,Male,Postpaid,2-Year,33,961.35
CUST107693,Mumbai,32,Female,Prepaid,No Contract,2,396.34
CUST107694,Pune,50,Male,Postpaid,2-Year,71,816.49
CUST107695,Bangalore,60,Female,Prepaid,No Contract,17,467.74
CUST107696,Mumbai,27,Male,Prepaid,No Contract,2,304.7
CUST107697,Bangalore,20,Female,Prepaid,No Contract,21,413.47
CUST107698,Gurgaon,63,Male,Broadband,Month-to-Month,10,1813.65
CUST107699,Gurgaon,65,Female,Prepaid,No Contract,22,286.05
CUST107700,Pune,58,Male,Postpaid,1-Year,13,1095.59
CUST107701,Noida,31,Male,Broadband,2-Year,52,1782.34
CUST107702,Bangalore,50,Female,Broadband,Month-to-Month,10,1015.09
CUST107703,Gurgaon,50,Male,Postpaid,Month-to-Month,6,1087.16
CUST107704,Delhi,53,Male,Postpaid,1-Year,42,1118.3
CUST107705,Delhi,40,Female,Postpaid,2-Year,53,1138.33
CUST107706,Mumbai,18,Male,Prepaid,No Contract,19,295.04
CUST107707,Noida,44,Male,Prepaid,No Contract,6,334.25
CUST107708,Mumbai,49,Male,Postpaid,Month-to-Month,8,1296.96
CUST107709,Noida,38,Other,Prepaid,No Contract,11,426.4
CUST107710,Delhi,61,Female,Postpaid,Month-to-Month,18,1228.62
CUST107711,Gurgaon,37,Female,Prepaid,No Contract,2,448.71
CUST107712,Gurgaon,44,Male,Postpaid,1-Year,44,1265.88
CUST107713,Mumbai,53,Male,Postpaid,Month-to-Month,13,1180.47
CUST107714,Delhi,58,Female,Broadband,Month-to-Month,9,1314.46
CUST107715,Pune,49,Male,Prepaid,No Contract,6,471.74
CUST107716,Gurgaon,56,Male,Prepaid,No Contract,35,343.96
CUST107717,Pune,46,Female,Prepaid,No Contract,5,395.17
CUST107718,Mumbai,63,Female,Postpaid,Month-to-Month,18,806.37
CUST107719,Pune,40,Male,Prepaid,No Contract,30,477.8
CUST107720,Mumbai,52,Male,Broadband,1-Year,19,924.41
CUST107721,Pune,32,Male,Postpaid,Month-to-Month,21,1457.88
CUST107722,Delhi,60,Female,Broadband,Month-to-Month,14,2286.6
CUST107723,Bangalore,27,Male,Broadband,Month-to-Month,4,2269.43
CUST107724,Pune,32,Male,Prepaid,No Contract,32,222.03
CUST107725,Delhi,42,Female,Postpaid,Month-to-Month,9,1361.03
CUST107726,Delhi,34,Male,Broadband,Month-to-Month,23,2125.91
CUST107727,Mumbai,48,Female,Broadband,2-Year,13,2331.95
CUST107728,Pune,28,Female,Prepaid,No Contract,21,439.44
CUST107729,Mumbai,37,Male,Broadband,Month-to-Month,18,895.71
CUST107730,Mumbai,48,Female,Prepaid,No Contract,31,317.91
CUST107731,Delhi,33,Male,Prepaid,No Contract,23,293.49
CUST107732,Delhi,53,Male,Postpaid,Month-to-Month,6,1263.42
CUST107733,Noida,56,Male,Postpaid,1-Year,46,731.38
CUST107734,Delhi,28,Female,Postpaid,Month-to-Month,4,847.68
CUST107735,Bangalore,37,Male,Prepaid,No Contract,36,323.93
CUST107736,Pune,43,Female,Postpaid,Month-to-Month,17,660.58
CUST107737,Gurgaon,43,Female,Broadband,2-Year,40,2343.05
CUST107738,Bangalore,59,Female,Broadband,Month-to-Month,22,956.68
CUST107739,Delhi,64,Male,Postpaid,Month-to-Month,6,1126.7
CUST107740,Bangalore,23,Female,Postpaid,2-Year,18,1377.71
CUST107741,Delhi,62,Female,Postpaid,Month-to-Month,13,1006.98
CUST107742,Bangalore,52,Male,Postpaid,Month-to-Month,1,1253.27
CUST107743,Gurgaon,25,Male,Prepaid,No Contract,4,369.47
CUST107744,Mumbai,24,Female,Prepaid,No Contract,17,435.11
CUST107745,Mumbai,54,Male,Postpaid,1-Year,35,686.75
CUST107746,Delhi,33,Male,Postpaid,Month-to-Month,23,502.55
CUST107747,Bangalore,26,Female,Prepaid,No Contract,2,283.85
CUST107748,Gurgaon,28,Female,Prepaid,No Contract,27,380.6
CUST107749,Bangalore,38,Female,Prepaid,No Contract,2,253.54
CUST107750,Delhi,63,Male,Postpaid,1-Year,22,1158.03
CUST107751,Bangalore,24,Male,Prepaid,No Contract,24,208.9
CUST107752,Delhi,29,Female,Prepaid,No Contract,19,473.37
CUST107753,Mumbai,57,Female,Postpaid,Month-to-Month,22,1376.06
CUST107754,Gurgaon,38,Female,Postpaid,Month-to-Month,2,1250.56
CUST107755,Bangalore,22,Male,Prepaid,No Contract,31,463.65
CUST107756,Gurgaon,23,Male,Postpaid,Month-to-Month,18,1134.43
CUST107757,Noida,60,Male,Postpaid,Month-to-Month,13,576.14
CUST107758,Noida,43,Female,Postpaid,1-Year,15,1110.3
CUST107759,Delhi,46,Female,Broadband,Month-to-Month,22,1712.06
CUST107760,Bangalore,20,Male,Prepaid,No Contract,3,345.07
CUST107761,Delhi,28,Male,Postpaid,1-Year,34,1059.48
CUST107762,Gurgaon,40,Male,Prepaid,No Contract,36,480.11
CUST107763,Bangalore,42,Male,Prepaid,No Contract,2,314.27
CUST107764,Bangalore,29,Male,Prepaid,No Contract,25,393.83
CUST107765,Bangalore,18,Female,Postpaid,Month-to-Month,14,1352.58
CUST107766,Gurgaon,21,Female,Prepaid,No Contract,11,482.03
CUST107767,Gurgaon,18,Male,Prepaid,No Contract,19,292.42
CUST107768,Delhi,23,Male,Prepaid,No Contract,32,334.7
CUST107769,Bangalore,51,Male,Broadband,1-Year,13,1936.11
CUST107770,Mumbai,44,Female,Broadband,Month-to-Month,18,1038.48
CUST107771,Bangalore,62,Female,Broadband,1-Year,18,1870.76
CUST107772,Gurgaon,33,Male,Postpaid,Month-to-Month,8,552.15
CUST107773,Gurgaon,28,Male,Prepaid,No Contract,14,488.69
CUST107774,Gurgaon,31,Female,Prepaid,No Contract,6,412.25
CUST107775,Delhi,55,Male,Broadband,1-Year,39,870.96
CUST107776,Gurgaon,65,Female,Broadband,1-Year,7,2014.06
CUST107777,Noida,27,Male,Prepaid,No Contract,34,226.16
CUST107778,Noida,30,Female,Broadband,1-Year,16,942.13
CUST107779,Mumbai,62,Female,Broadband,1-Year,27,819.85
CUST107780,Mumbai,51,Male,Broadband,Month-to-Month,21,1366.47
CUST107781,Delhi,50,Male,Broadband,Month-to-Month,18,818.4
CUST107782,Noida,50,Male,Postpaid,Month-to-Month,8,762.84
CUST107783,Delhi,56,Male,Postpaid,Month-to-Month,22,1086.55
CUST107784,Pune,30,Female,Prepaid,No Contract,17,484.36
CUST107785,Mumbai,34,Male,Prepaid,No Contract,25,471.6
CUST107786,Gurgaon,26,Male,Prepaid,No Contract,30,475.53
CUST107787,Pune,30,Male,Postpaid,Month-to-Month,1,1376.99
CUST107788,Delhi,33,Male,Postpaid,1-Year,28,656.62
CUST107789,Mumbai,54,Female,Broadband,1-Year,14,1734.33
CUST107790,Mumbai,47,Male,Broadband,Month-to-Month,8,1632.41
CUST107791,Gurgaon,56,Female,Prepaid,No Contract,14,415.45
CUST107792,Mumbai,50,Male,Prepaid,No Contract,23,377.17
CUST107793,Bangalore,57,Male,Broadband,2-Year,28,2125.8
CUST107794,Bangalore,23,Male,Broadband,Month-to-Month,20,2283.39
CUST107795,Delhi,29,Male,Broadband,Month-to-Month,21,2135.17
CUST107796,Pune,19,Male,Prepaid,No Contract,10,268.29
CUST107797,Delhi,50,Female,Prepaid,No Contract,2,366.89
CUST107798,Gurgaon,32,Male,Broadband,Month-to-Month,7,803.06
CUST107799,Gurgaon,34,Male,Prepaid,No Contract,1,278.34
CUST107800,Delhi,52,Male,Broadband,Month-to-Month,7,1859.14
CUST107801,Delhi,48,Female,Postpaid,1-Year,10,821.32
CUST107802,Pune,47,Male,Postpaid,Month-to-Month,5,1362.11
CUST107803,Gurgaon,55,Male,Postpaid,Month-to-Month,11,1341.9
CUST107804,Delhi,33,Male,Prepaid,No Contract,8,276.62
CUST107805,Delhi,59,Male,Postpaid,Month-to-Month,10,518.65
CUST107806,Bangalore,62,Male,Broadband,2-Year,17,2260.61
CUST107807,Noida,57,Female,Postpaid,1-Year,10,1436.5
CUST107808,Gurgaon,34,Male,Broadband,1-Year,6,1389.04
CUST107809,Delhi,24,Male,Prepaid,No Contract,28,306.1
CUST107810,Gurgaon,22,Female,Prepaid,No Contract,23,324.64
CUST107811,Delhi,57,Male,Postpaid,Month-to-Month,13,1286.44
CUST107812,Delhi,44,Male,Broadband,Month-to-Month,16,2432.03
CUST107813,Mumbai,18,Male,Postpaid,Month-to-Month,8,645.99
CUST107814,Gurgaon,19,Female,Broadband,Month-to-Month,6,1995.26
CUST107815,Mumbai,21,Female,Postpaid,1-Year,26,849.75
CUST107816,Gurgaon,18,Female,Prepaid,No Contract,32,415.28
CUST107817,Pune,46,Female,Prepaid,No Contract,35,236.59
CUST107818,Pune,38,Male,Prepaid,No Contract,26,478.23
CUST107819,Mumbai,59,Female,Prepaid,No Contract,16,323.0
CUST107820,Gurgaon,52,Female,Postpaid,1-Year,20,1101.29
CUST107821,Gurgaon,51,Female,Postpaid,1-Year,47,1166.19
CUST107822,Mumbai,56,Male,Broadband,2-Year,18,1394.54
CUST107823,Bangalore,19,Male,Postpaid,1-Year,11,712.72
CUST107824,Mumbai,42,Male,Prepaid,No Contract,33,200.71
CUST107825,Noida,23,Male,Prepaid,No Contract,15,379.81
CUST107826,Pune,25,Male,Prepaid,No Contract,1,427.31
CUST107827,Gurgaon,52,Male,Postpaid,1-Year,31,970.96
CUST107828,Mumbai,36,Female,Prepaid,No Contract,33,436.91
CUST107829,Delhi,26,Male,Prepaid,No Contract,31,479.14
CUST107830,Gurgaon,50,Female,Postpaid,Month-to-Month,18,1470.32
CUST107831,Mumbai,25,Male,Prepaid,No Contract,6,335.76
CUST107832,Gurgaon,55,Female,Prepaid,No Contract,5,310.2
CUST107833,Noida,49,Male,Postpaid,Month-to-Month,9,859.38
CUST107834,Delhi,40,Male,Prepaid,No Contract,24,225.62
CUST107835,Mumbai,51,Female,Broadband,2-Year,34,2268.49
CUST107836,Bangalore,40,Male,Postpaid,Month-to-Month,7,608.08
CUST107837,Bangalore,63,Male,Postpaid,Month-to-Month,20,1092.36
CUST107838,Gurgaon,49,Male,Broadband,Month-to-Month,16,1327.51
CUST107839,Noida,18,Male,Prepaid,No Contract,12,324.4
CUST107840,Mumbai,24,Female,Prepaid,No Contract,2,392.14
CUST107841,Mumbai,60,Male,Postpaid,Month-to-Month,23,819.89
CUST107842,Delhi,65,Male,Postpaid,1-Year,6,773.32
CUST107843,Mumbai,41,Female,Broadband,2-Year,25,981.73
CUST107844,Noida,19,Male,Broadband,Month-to-Month,12,1430.01
CUST107845,Bangalore,35,Female,Broadband,Month-to-Month,16,2494.18
CUST107846,Noida,36,Male,Postpaid,Month-to-Month,15,1431.73
CUST107847,Mumbai,59,Male,Postpaid,Month-to-Month,22,758.23
CUST107848,Delhi,53,Male,Postpaid,1-Year,24,971.88
CUST107849,Delhi,45,Male,Prepaid,No Contract,31,421.74
CUST107850,Gurgaon,52,Male,Prepaid,No Contract,30,411.66
CUST107851,Bangalore,49,Female,Postpaid,Month-to-Month,2,1310.64
CUST107852,Noida,30,Male,Prepaid,No Contract,22,367.0
CUST107853,Gurgaon,23,Male,Prepaid,No Contract,28,267.85
CUST107854,Mumbai,46,Female,Prepaid,No Contract,3,300.74
CUST107855,Mumbai,27,Female,Prepaid,No Contract,12,219.09
CUST107856,Mumbai,57,Male,Prepaid,No Contract,32,432.94
CUST107857,Gurgaon,27,Female,Prepaid,No Contract,18,322.4
CUST107858,Delhi,51,Female,Prepaid,No Contract,19,412.25
CUST107859,Delhi,37,Male,Broadband,Month-to-Month,6,2357.22
CUST107860,Delhi,64,Male,Prepaid,No Contract,5,392.54
